codigo,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25
501101,-3013921,-3401532,-3559179,-4046155,-4619371,-4795096,-4875326,-4959491,-5624572,-5119513,-5675271,-5193892,-5283190,-5461239,-6259188,-5994859,-5857551,-6145179,-6108391,-6820866,-7344049,-7706343,-7937082,-8544065,-8655372,-8986808,-9666545,-10117980,-10355542,-10445624,-10496402,-10811081,-11241450,-11105877,-10788026,-11149612,-11073769,-11318505,-12082940,-12974114,-12854026,-13978622,-14159763,-13522167,-13629776,-13993827,-14467049,-14620420,-15151550,-16786391,-18096026,-17975021,-17960703,-18610831,-19684479,-18344287,-19624753,-18781914,-19643383,-19018755,-19163070,-18983877,-20462449,-21904149,-20355831,-21539617,-21495189,-21700259,-22875383,-23286411,-22505419,-23845415,-24695872,-26383029,-27622148,-26900969,-26696570,-27172034,-27644069,-29004239,-29398035,-29245503,-28302525,-28968453,-28975453,-30566704,-32670055,-33653174,-31706787,-33014092,-31990931,-33260373,-34727723,-35233044,-34796044,-34051710,-33474754,-38784955,-42924304,-39728292,-38234898,-37830026,-36949382,-37768653,-39545533,-40272158,-40063681,-38604436,-40180843,-42206658,-43755985,-43307494,-43656916,-44359548,-45481374,-45503642,-47908167,-46125335,-45988881,-46880339,-48602295,-49549520,-51373736,-50959839,-50311816,-50567207,-50480694,-53297019
501102,-113500,-15700,-15700,-8300,-8300,-3907300,-3907300,-3904300,-5952312,-5952312,-5952312,-5952312,-8524326,-8523326,-8523326,-8886021,-7114006,-7114006,-9114006,-9014006,-12953204,-12828204,-12727204,-12727204,-12602204,-12502204,-13302204,-12783700,-12683400,-12558400,-12433400,-12333400,-12208400,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210,-7488210
503,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-492215,-492215,-492215,-492215,-492215,-492215,-492215,-492215,-492215,-701969,-701969,-701969,-701969,-701969,-701969,-701969,-701969,-701969,-701969,-701969,-701969,-701969,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-3258798,-3258798,-3258798,-3258798,-3258798,-3258798,-3258798,-3258798,-3258798,-3258798,-3258798,-3258798,-5326855,-5326855,-5326855,-5326855,-5326855,-5326855,-5326855,-5326855,-5326855,-5326855,-5326855,-5326855,-7342431,-7342431,-7342431,-7342431,-7342431,-7342431,-7342431,-7342431,-7342431,-7342431,-7342431,-7342431,-11085920,-11085920,-11085920,-11085920,-11085920,-11085920,-11085920,-11085920,-11085920
5031,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-5593,-492215,-492215,-492215,-492215,-492215,-492215,-492215,-492215,-492215,-701969,-701969,-701969,-701969,-701969,-701969,-701969,-701969,-701969,-701969,-701969,-701969,-701969,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-1791159,-3258798,-3258798,-3258798,-3258798,-3258798,-3258798,-3258798,-3258798,-3258798,-3258798,-3258798,-3258798,-5326855,-5326855,-5326855,-5326855,-5326855,-5326855,-5326855,-5326855,-5326855,-5326855,-5326855,-5326855,-7342431,-7342431,-7342431,-7342431,-7342431,-7342431,-7342431,-7342431,-7342431,-7342431,-7342431,-7342431,-11085920,-11085920,-11085920,-11085920,-11085920,-11085920,-11085920,-11085920,-11085920
503101,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-3915,-380821,-380821,-380821,-380821,-380821,-380821,-380821,-380821,-380821,-527649,-527649,-527649,-527649,-527649,-527649,-527649,-527649,-527649,-527649,-527649,-527649,-527649,-1290082,-1290082,-1290082,-1290082,-1290082,-1290082,-1290082,-1290082,-1290082,-1290082,-1290082,-1290082,-1290082,-1290082,-1290082,-1290082,-1290082,-1290082,-1290082,-1290082,-1290082,-1290082,-1290082,-2317430,-2317430,-2317430,-2317430,-2317430,-2317430,-2317430,-2317430,-2317430,-2317430,-2317430,-2317430,-3765069,-3765069,-3765069,-3765069,-3765069,-3765069,-3765069,-3765069,-3765069,-3765069,-3765069,-3765069,-5175973,-5175973,-5175973,-5175973,-5175973,-5175973,-5175973,-5175973,-5175973,-5175973,-5175973,-5175973,-7796415,-7796415,-7796415,-7796415,-7796415,-7796415,-7796415,-7796415,-7796415
503104,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-1678,-111393,-111393,-111393,-111393,-111393,-111393,-111393,-111393,-111393,-174320,-174320,-174320,-174320,-174320,-174320,-174320,-174320,-174320,-174320,-174320,-174320,-174320,-501077,-501077,-501077,-501077,-501077,-501077,-501077,-501077,-501077,-501077,-501077,-501077,-501077,-501077,-501077,-501077,-501077,-501077,-501077,-501077,-501077,-501077,-501077,-941368,-941368,-941368,-941368,-941368,-941368,-941368,-941368,-941368,-941368,-941368,-941368,-1561785,-1561785,-1561785,-1561785,-1561785,-1561785,-1561785,-1561785,-1561785,-1561785,-1561785,-1561785,-2166458,-2166458,-2166458,-2166458,-2166458,-2166458,-2166458,-2166458,-2166458,-2166458,-2166458,-2166458,-3289505,-3289505,-3289505,-3289505,-3289505,-3289505,-3289505,-3289505,-3289505
504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   , -   ,,,,,,,,,
504103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   , -   ,,,,,,,,,
513,,,,,,,,,-130998,-130998,-130998,-130998,-130998,-130998,-130998,-130998,-130998,-130998,-130998,-130998,-254910,-254910,-254910,-254910,-254910,-254910,-254910,-254910,-254910,-254910,-254910,-254910,-486622,-486622,-486622,-486622,-486622,-486622, -   , -   , -   , -   , -   , -   ,-209754,-209754,-209754, -   , -   , -   , -   , -   , -   , -   , -   , -   ,-1089190,-1089190,-1089190,-1089190, -   , -   , -   , -   , -   , -   , -   , -   ,-251841,-251841,-251841,-251841,-251841,-251841,-251841,-251841,-251841,-251841,-251841,-251841,-251841,-1467639,-1467639, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-2068057,-2068057,0,0,0,0,0,0,0,0,0, -   ,-2015577,-2015577,0,0,0,0,0,0,0,0,0, -   ,-3743489,-3743489,,,,,,,,,
5131,,,,,,,,,-130998,-130998,-130998,-130998,-130998,-130998,-130998,-130998,-130998,-130998,-130998,-130998,-254910,-254910,-254910,-254910,-254910,-254910,-254910,-254910,-254910,-254910,-254910,-254910,-486622,-486622,-486622,-486622,-486622,-486622, -   , -   , -   , -   , -   , -   ,-209754,-209754,-209754, -   , -   , -   , -   , -   , -   , -   , -   , -   ,-1089190,-1089190,-1089190,-1089190, -   , -   , -   , -   , -   , -   , -   , -   ,-251841,-251841,-251841,-251841,-251841,-251841,-251841,-251841,-251841,-251841,-251841,-251841,-251841,-1467639,-1467639, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-2068057,-2068057,0,0,0,0,0,0,0,0,0, -   ,-2015577,-2015577,0,0,0,0,0,0,0,0,0, -   ,-3743489,-3743489,,,,,,,,,
513101,,,,,,,,,-130998,-130998,-130998,-130998,-130998,-130998,-130998,-130998,-130998,-130998,-130998,-130998,-254910,-254910,-254910,-254910,-254910,-254910,-254910,-254910,-254910,-254910,-254910,-254910,-486622,-486622,-486622,-486622,-486622,-486622, -   , -   , -   , -   , -   , -   ,-209754,-209754,-209754, -   , -   , -   , -   , -   , -   , -   , -   , -   ,-1089190,-1089190,-1089190,-1089190, -   , -   , -   , -   , -   , -   , -   , -   ,-251841,-251841,-251841,-251841,-251841,-251841,-251841,-251841,-251841,-251841,-251841,-251841,-251841,-1467639,-1467639, -   ,,,,,,,,,,-2068057,-2068057,,,,,,,,,,,-2015577,-2015577,,,,,,,,,,,-3743489,-3743489,,,,,,,,,
513102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-264671,-432626,-556067,-740849,-864245,-932752,-1101450,-1202579,-1272372,-1355566,-1382674,-1485207,-1480452,-1506799,-1616082,-1934835,-1688329,-1724113,-1772846,-1797456,-1805170,-1844932,-1735723,-1892117,-1904825,-1934296,-1973172,-2052225,-2050955,-2022194,-2109438,-2134431,-2164591,-2119946,-2008354,-1928116,-2188063,-2022577,-2006434,-1986926,-2066726,-1998412,-2022106,-2040781,-2409355,-1682078,-2512653,-2115605,-2229119,-2462637,-2520965,-2400386,-2648658,-2436365,-2620176,-2603322,-2751730,-2633638,-2540019,-2234983,-2018575,-2008947,-2297055,-2206029,-2302008,-2387974,-2571753,-2725394,-2532522,-2808153,-2655118,-3117625,-2925571,-3096031,-3090295,-2848873,-3239272,-3141487,-3213168,-3329561,-3586615,-3304919,-3291174,-3504168,-3441602,-3654883,-3987399,-3690397,-3963208,-3872717,-4014618,-4320327,-4144137,-4405226,-4214656,-4294190,-4139064,-4479359,-4766513,-4406564,-4517064,-4516805,-4370998,-4745494,-4888599,-4862997,-4726133,-4484050,-5073764,-4907699,-5057521,-5138935,-5196376,-5123656,-5365663,-5382295,-5412495,-5670904,-5796579,-5685967,-5709418,-5950339,-5846011,-5746564,-5887124,-5715640,-5976859,-5769257
601,-262121,-427666,-549828,-733877,-860554,-928230,-1098166,-1199024,-1270646,-1351873,-1378804,-1474617,-1444822,-1492006,-1555212,-1926498,-1683701,-1718753,-1767992,-1779146,-1802328,-1841440,-1731840,-1889389,-1875835,-1926944,-1967673,-1970266,-2045272,-1920081,-2105005,-2121218,-2139327,-2112764,-2003911,-1921988,-2181034,-1990063,-1983174,-1970930,-2026566,-1852049,-2003246,-2015262,-2209179,-1677585,-2484327,-2108409,-2224415,-2271900,-2494640,-2394007,-2548540,-2431892,-2520842,-2558368,-2580749,-2621183,-2502099,-2105473,-2001602,-2000234,-2274655,-2197147,-2293483,-2381088,-2568117,-2713870,-2329367,-2768795,-2650857,-3014378,-2912669,-2897645,-2953195,-2824309,-3167604,-3030633,-3173244,-3293414,-3415072,-3294161,-3272267,-3384428,-3408556,-3612450,-3907138,-3656519,-3902418,-3857247,-3966768,-4113292,-4087045,-4244375,-4113826,-4214648,-4128190,-4360370,-4572633,-4242121,-4492998,-4492819,-4337771,-4637544,-4665396,-4804497,-4639849,-4410176,-4998700,-4800117,-4901430,-4939144,-5067653,-5014201,-5214146,-5297663,-5292074,-5465221,-5632369,-5295154,-5585415,-5637965,-5781199,-5594039,-5851030,-5621226,-5854461,-5638996
6011,-262121,-427666,-549828,-733877,-860554,-928230,-1098166,-1199024,-1270646,-1351873,-1378804,-1474617,-1444822,-1492006,-1555212,-1926498,-1683701,-1718753,-1767992,-1779146,-1802328,-1841440,-1731840,-1889389,-1875835,-1926944,-1967673,-1970266,-2045272,-1920081,-2105005,-2121218,-2139327,-2112764,-2003911,-1921988,-2181034,-1990063,-1983174,-1970930,-2026566,-1852049,-2003246,-2015262,-2209179,-1677585,-2484327,-2108409,-2224415,-2271900,-2494640,-2394007,-2548540,-2431892,-2520842,-2558368,-2580749,-2621183,-2502099,-2105473,-2001602,-2000234,-2274655,-2197147,-2293483,-2381088,-2568117,-2713870,-2329367,-2768795,-2650857,-3014378,-2912669,-2897645,-2953195,-2824309,-3167604,-3030633,-3173244,-3293414,-3415072,-3294161,-3272267,-3384428,-3408556,-3612450,-3907138,-3656519,-3902418,-3857247,-3966768,-4113292,-4087045,-4244375,-4113826,-4214648,-4128190,-4360370,-4572633,-4242121,-4492998,-4492819,-4337771,-4637544,-4665396,-4804497,-4639849,-4410176,-4998700,-4800117,-4901430,-4939144,-5067653,-5014201,-5214146,-5297663,-5292074,-5465221,-5632369,-5295154,-5585415,-5637965,-5781199,-5594039,-5851030,-5621226,-5854461,-5638996
601101,-141267,-265003,-392272,-540855,-687593,-780088,-935670,-1020935,-1165163,-1225987,-1239608,-1347808,-1326506,-1347310,-1410788,-1786968,-1488194,-1553380,-1578685,-1604014,-1688544,-1689160,-1587550,-1723398,-1724557,-1765842,-1779300,-1786160,-1839731,-1831195,-1887022,-1902744,-2043163,-1978124,-1849444,-1784387,-2111962,-1930543,-1828958,-1842997,-1879294,-1703950,-1835756,-1811364,-2074786,-1569593,-2233198,-1946521,-2050132,-2062749,-2301571,-2242815,-2278196,-2225409,-2296718,-2358260,-2416909,-2413826,-2273165,-2005152,-1988514,-1972169,-2196725,-2059512,-2088713,-2137809,-2359343,-2535463,-2285712,-2597494,-2448346,-2782473,-2715784,-2704914,-2763353,-2629333,-2908092,-2807813,-2941261,-3004382,-3216194,-3075320,-3044584,-3159371,-3157454,-3332588,-3593398,-3403639,-3645503,-3615342,-3631148,-3772861,-3876018,-3950420,-3819686,-3870524,-3900240,-4135185,-4233716,-4000905,-4189888,-4251263,-4144387,-4359262,-4433414,-4526358,-4479142,-4136917,-4766091,-4522313,-4600575,-4655867,-4782841,-4769561,-4848308,-4897409,-4977169,-5086758,-5258902,-4951761,-5300302,-5323177,-5489329,-5267649,-5516835,-5386508,-5559560,-5382139
601102, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-120, -   , -   ,-822,-1515,-4633,-3444,-3835,-6839,-5068,-8643,-6238,-7797,-12142,-11944,-20363,-15058,-14868,-15037,-18377,-18836,-26389,-31594,-57587,-38013,-43266,-35468,-30572,-30394,-30268,-32389,-34079
601104,-120854,-162662,-157556,-193023,-172960,-148141,-162495,-178089,-105483,-125886,-139196,-126809,-118316,-144696,-144424,-139531,-195507,-165373,-189306,-175132,-113784,-152280,-144290,-165991,-151277,-161102,-188374,-184106,-205541,-88887,-217984,-218475,-96165,-134640,-154467,-137601,-69072,-59520,-154216,-127933,-147272,-148099,-167491,-203899,-134393,-107992,-251129,-161888,-174282,-209151,-193069,-151191,-270344,-206484,-224123,-200108,-163841,-207357,-228934,-100320,-13088,-28066,-77931,-137635,-204770,-243279,-208775,-178407,-43655,-171302,-202511,-231904,-196885,-192732,-189842,-194977,-259512,-222820,-231983,-289031,-198878,-218841,-227683,-225057,-251102,-279862,-313740,-252881,-256915,-241905,-335620,-340431,-211027,-293955,-294140,-344124,-227831,-225185,-338917,-240393,-301594,-236923,-189941,-274446,-225143,-273071,-152064,-267021,-224812,-265661,-288911,-262914,-269754,-229771,-350800,-381878,-296069,-352074,-341873,-285806,-247100,-271522,-256401,-295818,-303801,-204450,-262512,-222777
602,-2490,-3410,-5670,-4120,-2900,-3870,-3090,-2970,-3450,-2590,-3220,-2310,-2030,-2200,-2620,-2240,-2880,-2515,-2230,-1230,-1590,-1730,-1850,-1500,-1050,-1700,-2120,-1470,-2110,-1120,-2180,-1160,-1460,-1660,-1670,-2005,-650, -   ,-1840,-2010,-1540,-1100,-910,-1530,-1720,-510,-2050,-1385,-840,-200,-700,-1100,-1520,-800,-800,-1310,-1390,-840,-1668,-400, -   , -   ,-400,-400,-500,-800,-400,-300, -   ,-1000,-1210,-610,-400,-400,-400,-800,-950,-800,-600,-1100,-500,-500,-1700,-1020,-760,-300,-300,-610,-600,-675,-720,-500,-520,-738,-970,-200,-200,-300,-400,-92910,-300,-400,-210,-325,-300,-200, -   ,-510,-1677,-2604,-2892,-3478,-3625,-3671,-4028,-5335,-4291,-4947,-4153,-4162,-4598,-4411,-395,-8302,-4299,-3898,-3435,-4276
6021,-2490,-3410,-5670,-4120,-2900,-3870,-3090,-2970,-3450,-2590,-3220,-2310,-2030,-2200,-2620,-2240,-2880,-2515,-2230,-1230,-1590,-1730,-1850,-1500,-1050,-1700,-2120,-1470,-2110,-1120,-2180,-1160,-1460,-1660,-1670,-2005,-650, -   ,-1840,-2010,-1540,-1100,-910,-1530,-1720,-510,-2050,-1385,-840,-200,-700,-1100,-1520,-800,-800,-1310,-1390,-840,-1668,-400, -   , -   ,-400,-400,-500,-800,-400,-300, -   ,-1000,-1210,-610,-400,-400,-400,-800,-950,-800,-600,-1100,-500,-500,-1700,-1020,-760,-300,-300,-610,-600,-675,-720,-500,-520,-738,-970,-200,-200,-300,-400,-92910,-300,-400,-210,-325,-300,-200, -   ,-510,-1677,-2604,-2892,-3478,-3625,-3671,-4028,-5335,-4291,-4947,-4153,-4162,-4598,-4411,-395,-8302,-4299,-3898,-3435,-4276
602101,-2490,-3410,-5670,-4120,-2900,-3870,-3090,-2970,-3450,-2590,-3220,-2310,-2030,-2200,-2620,-2240,-2880,-2515,-2230,-1230,-1590,-1730,-1850,-1500,-1050,-1700,-2120,-1470,-2110,-1120,-2180,-1160,-1460,-1660,-1670,-2005,-650, -   ,-1840,-2010,-1540,-1100,-910,-1530,-1720,-510,-2050,-1385,-840,-200,-700,-1100,-1520,-800,-800,-1310,-1390,-840,-1668,-400, -   , -   ,-400,-400,-500,-800,-400,-300, -   ,-1000,-1210,-610,-400,-400,-400,-800,-950,-800,-600,-1100,-500,-500,-1700,-1020,-760,-300,-300,-610,-600,-675,-720,-500,-520,-738,-900,-200,-200,-300,-400,-410,-300,-400,-210,-325,-300,-200, -   ,-435,-1677,-2604,-2892,-3478,-3550,-3601,-4028,-5005,-4101,-4732,-3943,-3832,-4408,-4126,-100,-7762,-3879,-3338,-3015,-3506
602105, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-70, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-75, -   , -   , -   , -   ,-75,-70, -   ,-330,-190,-215,-210,-330,-190,-285,-295,-540,-420,-560,-420,-770
602106, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-92500, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
604, -   , -   , -   , -   , -   ,-42,-37, -   , -   , -   , -   , -   ,-25585,-10170,-54989, -   , -   ,-148, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-45, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-99000, -   , -   , -   , -   , -   , -   ,-474, -   ,-293,-1618,-94,-10, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-116113,-34541,-29,-6639,-3291,-31350, -   , -   ,-38847, -   , -   , -   ,-15146, -   , -   ,-29140,-131275, -   ,-3118,-34958,-13036, -   , -   , -   , -   , -   ,-11309,-28860, -   ,-17370,-1871, -   ,-21126,-22791,-4373, -   ,-19175,-18353,-4796, -   ,-3207,-6359, -   ,-14026,-85162,-10054, -   , -   ,-4450,-2669, -   , -   , -   
6041, -   , -   , -   , -   , -   ,-42,-37, -   , -   , -   , -   , -   ,-25585,-10170,-54989, -   , -   ,-148, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-45, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-99000, -   , -   , -   , -   , -   , -   ,-474, -   ,-293,-1618,-94,-10, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-116113,-34541,-29,-6639,-3291,-31350, -   , -   ,-38847, -   , -   , -   ,-15146, -   , -   ,-29140,-131275, -   ,-3118,-34958,-13036, -   , -   , -   , -   , -   ,-11309,-28860, -   ,-17370,-1871, -   ,-21126,-22791,-4373, -   ,-19175,-18353,-4796, -   ,-3207,-6359, -   ,-14026,-85162,-10054, -   , -   ,-4450,-2669, -   , -   , -   
604103, -   , -   , -   , -   , -   ,-42,-37, -   , -   , -   , -   , -   ,-25585,-10170,-54989, -   , -   ,-148, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-45, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-99000, -   , -   , -   , -   , -   , -   ,-474, -   ,-293,-1618,-94,-10, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-116113,-34541,-29,-6639,-3291,-31350, -   , -   ,-38847, -   , -   , -   ,-15146, -   , -   ,-29140,-131275, -   ,-3118,-34958,-13036, -   , -   , -   , -   , -   ,-11309,-28860, -   ,-17370,-1871, -   ,-21126,-22791,-4373, -   ,-19175,-18353,-4796, -   ,-3207,-6359, -   ,-14026,-85162,-10054, -   , -   ,-4450,-2669, -   , -   , -   
607,-60,-1550,-569,-2852,-791,-610,-158,-584,1724,-1103,-651,-8280,-8015,-2423,-3261,-6096,-1749,-2697,-2625,-17080,-1252,-1762,-2033,-1227,-27940,-5652,-3378,-80489,-3573,-100992,-2207,-12053,-23804,-5523,-2773,-4123,-6379,-32514,-21420,-13987,-38620,-145263,-17950,-23989,-198456,-3983,-26276,-5811,-3864,-91537,-25625,-5280,-98598,-3673,-98534,-43644,-169117,-11615,-35959,-127492,-16879,-8703,-22000,-8482,-8025,-6086,-3236,-11225,-203155,-38358,-3051,-102637,-12501,-197986,-136700,92349,-36178,-110025,-32685,-31757,-139693,-10258,-17207,-79873,-32286,-42133,-79961,-18122,-60190,-14794,-17990,-75261,-56572,-156996,-64902,-66306,-10674,-118689,-193480,-71533,-23766,-12276,-4157,-107625,-205533,-56429,-86284,-52138,-50071,-100206,-152949,-169488,-106520,-100438,-147365,-75964,-104771,-199862,-145706,-301289,-109251,-307563,-64217,-136547,-28926,-90316,-118462,-125886
