codigo,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25
302,-861332,-1025276,-7654838,-14684857,-19473016,-17907787,-20475732,-31964487,-34876945,-35393253,-40814186,-44735834,-51414741,-55085353,-64285097,-62672402,-65491509,-66575553,-66553192,-66134803,-73577654,-72727565,-71721504,-69142377,-68279449,-68540386,-67353071,-68992404,-67768256,-68889166,-67900753,-67685520,-67629984,-75510046,-79970787,-77611877,-77468669,-70150879,-73853352,-66225954,-64055644,-63125118,-63888264,-64230215,-64826174,-64112577,-65076657,-63785994,-63720587,-68806300,-67537382,-61405887,-60720005,-59263463,-64881808,-66088614,-63371726,-56717025,-61372348,-63701216,-63230421,-62978465,-59419126,-62981537,-61856589,-69971028,-73510798,-72443026,-72053951,-71298699,-73365678,-80568055,-73185037,-72636332,-87102525,-83415715,-79932980,-89384066,-91395670,-86486293,-93163439,-85763646,-88554855,-87720059,-86221159,-86393567,-88145781,-86401545,-90681618,-82659794,-85306125,-86288227,-87396007,-84300882,-89254773,-89026351,-92656705,-86603141,-88349545,-87543402,-90397272,-95287890,-93832252,-97878759,-88952593,-90678684,-89376985,-93403620,-99555694,-95988739,-87659278,-86803410,-87527943,-91877431,-95466162,-94247852,-101092464,-103159813,-97302206,-93391420,-91396748,-87039110,-80988607,-85671149,-83891826,-71164721,-71868498,-69701357
3021,-800000,-800000,-7300000,-7233334,-10623828,-12608828,-15354665,-26785789,-29727204,-30124976,-36569658,-40395499,-42813833,-44539779,-48490520,-48316262,-46842003,-48179047,-48454788,-47880489,-47181271,-47007013,-46402754,-44703496,-44269237,-44895751,-44092349,-44929017,-44365684,-45816118,-44689966,-46126997,-45100620,-43714787,-48477955,-46567122,-46381446,-43328769,-50698239,-45634994,-43658204,-43171824,-44065143,-46691360,-50345549,-50305197,-49713406,-48818550,-48577142,-46902834,-44932107,-44562678,-43821546,-42851138,-47139959,-48407253,-46429268,-45043691,-47643595,-50532580,-50119785,-49947545,-46388206,-49860617,-48660669,-56542108,-60398018,-63571452,-64007036,-63749061,-63146263,-70203643,-63387633,-65265619,-72036202,-68029296,-64856349,-74046627,-75602084,-65263294,-66480017,-59509567,-65022733,-63113679,-62009512,-60380346,-63919949,-60765783,-65412836,-56848635,-58844468,-57365301,-59305580,-56888120,-62078953,-61169231,-64888036,-59673653,-53728555,-53360627,-56424327,-59478151,-58124271,-64985203,-57799070,-59909625,-58791831,-59850252,-65955906,-63836029,-61328634,-60953950,-61650008,-60826301,-64267839,-65251606,-73147858,-75377878,-69323435,-64051357,-61974530,-59129628,-58758676,-62900274,-60876722,-49964747,-50419571,-48649656
302102,-800000,-800000,-7300000,-7233334,-10623828,-12608828,-15354665,-26785789,-29727204,-30124976,-30919658,-31620499,-34038833,-36164779,-40490520,-40316262,-39242003,-40954047,-41229788,-41055489,-40731271,-40557013,-40352754,-39028496,-38994237,-39620751,-39192349,-40029017,-39865684,-41691118,-40564966,-42001997,-41350620,-39964787,-44727955,-43192122,-43006446,-39953769,-41968041,-30904796,-25185326,-25073946,-25967265,-28593481,-26383706,-26343354,-25677660,-25634412,-25593004,-24726245,-24607128,-24487698,-23746566,-23627767,-28166587,-29433881,-30115054,-28979478,-32203162,-35943755,-35780961,-35608720,-32424381,-32246792,-31046844,-38928283,-40634194,-41307627,-46252165,-46344190,-47048315,-54582303,-48516293,-50394279,-53164862,-49907956,-47358789,-56549067,-58954524,-48615734,-49832457,-43712007,-47848953,-45939899,-45685732,-44056565,-48996169,-46742003,-52012836,-43448635,-46344468,-44865301,-48205580,-46688120,-51878953,-50969231,-55588036,-50373653,-45828555,-46360627,-49424327,-52478151,-51624271,-58485203,-52699070,-55309625,-54191831,-55250252,-61855906,-52736029,-51628634,-51753950,-52450008,-44626301,-48567839,-42551606,-51691047,-47421067,-41366624,-36602746,-29125919,-26929007,-27258055,-31999653,-30976101,-20764126,-21218950,-20449035
302104,,,,,,,,,,,-5650000,-8775000,-8775000,-8375000,-8000000,-8000000,-7600000,-7225000,-7225000,-6825000,-6450000,-6450000,-6050000,-5675000,-5275000,-5275000,-4900000,-4900000,-4500000,-4125000,-4125000,-4125000,-3750000,-3750000,-3750000,-3375000,-3375000,-3375000,-8730198,-14730198,-18472878,-18097878,-18097878,-18097878,-23961843,-23961843,-24035747,-23184138,-22984138,-22176588,-20324980,-20074980,-20074980,-19223371,-18973371,-18973371,-16314213,-16064213,-15440433,-14588825,-14338825,-14338825,-13963825,-17613825,-17613825,-17613825,-19763825,-22263825,-17754871,-17404871,-16097949,-15621340,-14871340,-14871340,-18871340,-18121340,-17497560,-17497560,-16647560,-16647560,-16647560,-15797560,-17173780,-17173780,-16323780,-16323780,-14923780,-14023780,-13400000,-13400000,-12500000,-12500000,-11100000,-10200000,-10200000,-10200000,-9300000,-9300000,-7900000,-7000000,-7000000,-7000000,-6500000,-6500000,-5100000,-4600000,-4600000,-4600000,-4100000,-4100000,-2700000,-2200000,-2200000,-9200000,-8700000,-15700000,-14456811,-13956811,-13956811,-13448611,-12848611,-13200621,-12500621,-11900621,-11900621,-11200621,-11200621,-11200621
302106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   , -   , -   , -   ,-7000000,-7000000,-7000000,-7000000,-7000000,-7000000,-7000000,-7000000,-14000000,-14000000,-14000000,-20000000,-19000000,-19000000,-19000000,-18000000,-18000000,-18000000,-17000000
3026,-61332,-225276,-354838,-7451523,-8849188,-5298959,-5121067,-5178698,-5149741,-5268277,-4244528,-4340334,-8600908,-10545575,-15794577,-14356141,-18649506,-18396506,-18098403,-18254314,-26396382,-25720552,-25318750,-24438882,-24010212,-23644636,-23260722,-24063388,-23402572,-23073048,-23210786,-21558524,-22529364,-31795258,-31492832,-31044755,-31087223,-26822110,-23155113,-20590959,-20397440,-19953294,-19823121,-17538855,-14480625,-13807380,-15363251,-14967444,-15143444,-21903467,-22605274,-16843209,-16898459,-16412325,-17741849,-17681362,-16942459,-11673334,-13728753,-13168636,-13110636,-13030920,-13030920,-13120920,-13195920,-13428920,-13112780,-8871574,-8046915,-7549638,-10219415,-10364412,-9797404,-7370713,-15066323,-15386419,-15076631,-15337438,-15793585,-21222999,-26683422,-26254079,-23532123,-24606380,-24211646,-26013222,-24225831,-25635762,-25268782,-25811159,-26461657,-28922926,-28090427,-27412762,-27175820,-27857120,-27768669,-26929487,-34620991,-34182774,-33972945,-35809739,-35707981,-32893556,-31153523,-30769060,-30585154,-33553368,-33599788,-32152710,-26330644,-25849460,-25877935,-31051131,-31198323,-28996245,-27944606,-27781935,-27978771,-29340063,-29422217,-27909482,-22229931,-22770875,-23015104,-21199974,-21448928,-21051701
302602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
302603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
302604,,,,-6987804,-8287804,-4612125,-4612125,-4612125,-4612125,-4612125,-4149525,-4149525,-8600908,-10545575,-15794577,-14356141,-18649506,-18396506,-17826385,-18087741,-26196409,-25522925,-25318750,-24398899,-23814733,-23612333,-23260722,-24063388,-23381572,-23033048,-22987137,-21309874,-22529364,-31770258,-31467832,-31033665,-30862403,-26822110,-23155113,-20590959,-20397440,-19953294,-19780121,-17462946,-14430625,-14385050,-15263151,-14837344,-14837344,-21497367,-22274174,-16813209,-16653459,-16077325,-17441997,-17281509,-16804607,-11558134,-13693753,-13110636,-13110636,-13030920,-13030920,-13030920,-13030920,-13030920,-12564780,-8323574,-7846915,-7375227,-10038077,-9952337,-9485329,-7010713,-14513323,-15058419,-14626631,-14634352,-15225953,-20346423,-25980128,-25650785,-23018829,-23728086,-23343353,-24928222,-23820692,-25230623,-24838643,-25111020,-25708518,-27994248,-27685427,-27122762,-26735526,-27256120,-27012669,-26164271,-34178991,-33728774,-33466945,-35119739,-34742981,-31843556,-30928523,-30469060,-30210154,-33137368,-32912168,-31437710,-26191271,-25689460,-25601935,-30706175,-30572400,-27937502,-27629603,-27441932,-27333363,-29002519,-28934673,-27515943,-22029931,-22470875,-22415104,-21079458,-21078412,-20285685
302699,-61332,-225276,-354838,-463719,-561384,-686834,-508942,-566573,-537616,-656152,-95003,-190809, -   , -   , -   , -   , -   , -   ,-272019,-166573,-199974,-197627, -   ,-39982,-195479,-32303, -   , -   ,-21000,-40000,-223650,-248650, -   ,-25000,-25000,-11090,-224820, -   , -   , -   , -   , -   ,-43000,-75909,-50000,577670,-100100,-130100,-306100,-406100,-331100,-30000,-245000,-335000,-299852,-399852,-137852,-115200,-35000,-58000, -   , -   , -   ,-90000,-165000,-398000,-548000,-548000,-200000,-174411,-181338,-412075,-312075,-360000,-553000,-328000,-450000,-703086,-567632,-876576,-703294,-603294,-513294,-878294,-868294,-1085000,-405139,-405139,-430139,-700139,-753139,-928678,-405000,-290000,-440294,-601000,-756000,-765217,-442000,-454000,-506000,-690000,-965000,-1050000,-225000,-300000,-375000,-416000,-687620,-715000,-139373,-160000,-276000,-344956,-625923,-1058743,-315003,-340003,-645408,-337545,-487545,-393540,-200000,-300000,-600000,-120516,-370516,-766016
305,-3438776,-8518086,-6750618,-7026796,-7054711,-8016748,-9532134,-13436478,-22272222,-22384022,-17595412,-17899883,-4060244,-11729775,-10954804,-8031669,-8986131,-9042954,-9218803,-9472275,-1413971,-1458049,-1172703,-7225,215988,2227789,200743,633005,2054158,579879,67212,-557026,-27351924,-23658450,-23611514,-23812132,-23745002,-24425400,-1908726,-3482850,-1049402,-1115729,-4646116,-1053717,-25364615,-28474792,-25587843,-25803613,-521267,-639777,-723362,-546636,-596580,-678236,-764086,-1102774,-26557549,-27632521,-27371776,-27376560,-791909,-740216,-467374,-849171,-773878,-1555086,-640712,-1166146,-703882,-708497,-850062,-1110895,-880688,-1077519,-1239009,-1195338,-1042594,-961633,-1229636,-1234407,-1112614,-1285413,-889513,-759208,-1345049,-846375,-2711313,-2061812,-1786298,-1760670,-1612998,-2344546,-1427160,-1081551,-937569,-2066810,-1255120,-499323,-676885,-775327,-660068,-526048,-624226,-659379,-901566,-1284992,-675951,-423101,-716580,-824013,-1034827,-1231456,-671720,-822734,-759855,-1562295,-854375,-517249,-588053,-648253,-627352,-537719,-712348,-944803,-589434,-571955,-611332,-644021
3051,-3438776,-8518086,-6750618,-7026796,-7054711,-8016748,-9532134,-13436478,-22272222,-22384022,-17595412,-17899883,-4060244,-11729775,-10954804,-8031669,-8986131,-9042954,-9218803,-9472275,-1413971,-1458049,-1172703,-7225,215988,2227789,200743,633005,2054158,579879,67212,-557026,-27351924,-23658450,-23611514,-23812132,-23745002,-24425400,-1908726,-3482850,-1049402,-1115729,-4646116,-1053717,-25364615,-28474792,-25587843,-25803613,-521267,-639777,-723362,-546636,-596580,-678236,-764086,-1102774,-26557549,-27632521,-27371776,-27376560,-791909,-740216,-467374,-849171,-773878,-1555086,-640712,-1166146,-703882,-708497,-850062,-1110895,-880688,-1077519,-1239009,-1195338,-1042594,-961633,-1229636,-1234407,-1112614,-1285413,-889513,-759208,-1345049,-846375,-2711313,-2061812,-1786298,-1760670,-1612998,-2344546,-1427160,-1081551,-937569,-2066810,-1255120,-499323,-676885,-775327,-660068,-526048,-624226,-659379,-901566,-1284992,-675951,-423101,-716580,-824013,-1034827,-1231456,-671720,-822734,-759855,-1562295,-854375,-517249,-588053,-648253,-627352,-537719,-712348,-944803,-589434,-571955,-611332,-644021
305101,-3225750,-8478241,-6615413,-6884480,-6925627,-7895180,-9411228,-13319838,-14570266,-14533350,-9082680,-10282623,446740,-3891981,-3110878,-677740,-1159145,-1215740,-1378660,-1654432,-1527353,-1461899,-1169837,-31217,242580,-471174,-338004,-347297,-583882,-309137,-386279,-544374,-439220,-718248,-898687,-257383,-245535,-1115343,-1306767,-918289,-890519,-959634,-1027085,-974335,-232203,-113213,-236088,-269402,-213753,-287032,-298824,-306212,-215857,-221410,-218463,-625852,-358104,-583079,-275334,-282499,-562302,-625891,-351445,-730898,-632281,-1382725,-420965,-925281,-842327,-606884,-730382,-983319,-741262,-939923,-1087099,-1032316,-876708,-780771,-1041869,-1027403,-923285,-1079916,-673704,-539952,-1114477,-628539,-2479607,-1840297,-1564525,-1528347,-1360674,-2300484,-1397304,-1040937,-919702,-2035258,-1209931,-477036,-611744,-728055,-644200,-503547,-592903,-634697,-865416,-1275233,-653896,-479334,-692701,-795919,-1012994,-1212335,-650047,-793703,-737617,-1505378,-750140,-386395,-462261,-514875,-483862,-368690,-552414,-769103,-438342,-411465,-446556,-511113
305104,-18982,-108127,-129571,-131352,-117733,-110098,-105473,-100888,-102826,-93382,-97930,-99084,-13870,-86383,-88119,-79119,-115364,-63110,-80788,-90502,-10530,15089,10116,1446,-7810,-35369,-48715,-56847,-66713,12591,-23658,-49737,-61340,-7600,-34477,-49850,-57524,-63323,-120173,-120753,-136348,-156095,-171519,-79381,-86234,-89459,-79268,-106067,-282514,-307537,-350208,-431053,-243722,-379376,-457943,-548305,-476766,-430501,-193661,-234691,-229607,-230552,-115929,-118273,-120947,-142261,-169747,-220865,-238763,-115984,-119681,-127575,-139425,-137596,-151911,-163022,-165885,-180863,-187768,-207004,-189329,-205496,-215809,-219256,-230572,-217836,-231706,-221516,-221773,-232323,-251375,-38921,-14580,-18728,-15962,-27735,-23548,-17742,-55633,-40241,-11981,-17973,-22216,-18853,-26107,-8439,-15961,61538,-21773,-24586,-19352,-16177,-18098,-24973,-20284,-34157,-101863,-128372,-122387,-131862,-141624,-151670,-158060,-175178,-150271,-155548,-162013,-126666
305105,-194043,68281,-5634,-10963,-11351,-11471,-15432,-15752,-7599130,-7757290,-8414802,-7518176,-4493113,-7751411,-7755807,-7274810,-7711622,-7764104,-7759354,-7727340,123912,-11238,-12982,22546,-18782,2734333,587462,1037149,2704754,876425,477149,37086,-26851364,-22932602,-22678350,-23504898,-23441943,-23246735,-481786,-2443808,-22535,0,-3447512,0,-25046178,-28272120,-25272488,-25428144,-25000,-45208,-74330,190629,-137000,-77450,-87680,71383,-25722679,-26618941,-26902781,-26859370,0,116227,0,0,-20650,-30100,-50000,-20000,377208,14371, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-949,-5142,-15277,-21886,-1905,-3818,-21642,-4546,-9507,-7031,-3888,-4528,-9107,-5829,-10043,-1320,-6094,-5304,-2106,-3508,-2481,-2943,-3575,-4058,-1954,-22759,-2372,-2483,-3406,-1517,-1866,-17359,-1874,-523,-821,-4943,-2763,-6242
306,-39506,-60951,-309609,-687573,-780072,-875579,-1068661,-1019797,-1331495,-1451833,-1581133,-1779254,-1812008,-1850576,-1972343,-1344287,-1428910,-1534992,-1550290,-1581474,-1006008,-1101840,-1187722,-1254751,-1336141,-1285132,-1362404,-1132271,-1170385,-1145728,-1224859,-1311360,-1031911,-1079351,-1146492,-1238767,-1250632,-1259488,-1259580,-1023708,-1062286,-1074228,-1036724,-1115491,-846751,-838609,-951483,-997754,-1046474,-1098956,-1139407,-946672,-967160,-1009216,-1044029,-1089187,-851170,-1091790,-1244668,-1223368,-1176324,-1242432,-1337892,-1107392,-1183612,-1274539,-1410588,-1460499,-1294757,-1481437,-1612080,-1897001,-2046784,-2228541,-2345144,-2110205,-2303036,-2491402,-2488568,-2650880,-2183684,-2347258,-2567376,-2646363,-2845081,-3195863,-3574768,-3445045,-3817687,-4091957,-4368376,-4073388,-3099891,-3221857,-3498385,-3682174,-3802548,-3958221,-4395337,-4226234,-4686450,-4878587,-4727709,-4636121,-3533683,-3653858,-3926501,-4193005,-4700323,-5006334,-5159340,-4972101,-5211294,-5256818,-5363331,-5250502,-4171231,-4536700,-5132498,-5576920,-5527152,-5843399,-6286430,-5979446,-5916020,-6278912,-6199796,-5618319
3061,-39506,-60951,-309609,-687573,-780072,-875579,-1068661,-1019797,-1331495,-1451833,-1581133,-1779254,-1812008,-1850576,-1972343,-1344287,-1428910,-1534992,-1550290,-1581474,-1006008,-1101840,-1187722,-1254751,-1336141,-1285132,-1362404,-1132271,-1170385,-1145728,-1224859,-1311360,-1031911,-1079351,-1146492,-1238767,-1250632,-1259488,-1259580,-1023708,-1062286,-1074228,-1036724,-1115491,-846751,-838609,-951483,-997754,-1046474,-1098956,-1139407,-946672,-967160,-1009216,-1044029,-1089187,-851170,-1091790,-1244668,-1223368,-1176324,-1242432,-1337892,-1107392,-1183612,-1274539,-1410588,-1460499,-1294757,-1481437,-1612080,-1897001,-2046784,-2228541,-2345144,-2110205,-2303036,-2491402,-2488568,-2650880,-2183684,-2347258,-2567376,-2646363,-2845081,-3195863,-3574768,-3445045,-3817687,-4091957,-4368376,-4073388,-3099891,-3221857,-3498385,-3682174,-3802548,-3958221,-4395337,-4226234,-4686450,-4878587,-4727709,-4636121,-3533683,-3653858,-3926501,-4193005,-4700323,-5006334,-5159340,-4972101,-5211294,-5256818,-5363331,-5250502,-4171231,-4536700,-5132498,-5576920,-5527152,-5843399,-6286430,-5979446,-5916020,-6278912,-6199796,-5618319
306101,-39506,-60951,-309609,-687573,-780072,-875579,-1068661,-1019797,-1331495,-1451833,-1581133,-1779254,-1812008,-1850576,-1972343,-1344287,-1428910,-1534992,-1550290,-1581474,-1006008,-1101840,-1187722,-1254751,-1336141,-1285132,-1362404,-1132271,-1170385,-1145728,-1224859,-1311360,-1031911,-1079351,-1146492,-1238767,-1250632,-1259488,-1259580,-1023708,-1062286,-1074228,-1036724,-1115491,-846751,-838609,-951483,-997754,-1046474,-1098956,-1139407,-946672,-967160,-1009216,-1044029,-1089187,-851170,-1091790,-1244668,-1223368,-1176324,-1242432,-1337892,-1107392,-1183612,-1274539,-1410588,-1460499,-1294757,-1481437,-1612080,-1897001,-2046784,-2228541,-2345144,-2110205,-2303036,-2491402,-2488568,-2650880,-2183684,-2347258,-2567376,-2646363,-2845081,-3195863,-3574768,-3445045,-3817687,-4091957,-4368376,-4073388,-3099891,-3221857,-3498385,-3682174,-3802548,-3958221,-4395337,-4226234,-4686450,-4878587,-4727709,-4636121,-3533683,-3653858,-3926501,-4193005,-4700323,-5006334,-5159340,-4972101,-5211294,-5256818,-5363331,-5250502,-4171231,-4536700,-5132498,-5576920,-5527152,-5843399,-6286430,-5979446,-5916020,-6278912,-6199796,-5618319
307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-221478,-597545,-210772,-811947,-467574,-1603626,-582261,-583657,-487233,-216879,-656973,-118566
3071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-221478,-597545,-210772,-811947,-467574,-1603626,-582261,-583657,-487233,-216879,-656973,-118566
307101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-221478,-597545,-210772,-811947,-467574,-1603626,-582261,-583657,-487233,-216879,-656973,-118566
399,, -   , -   , -   , -   , -   , -   , -   ,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
3999,, -   , -   , -   , -   , -   , -   , -   ,0,0,0,0,0,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,-3133014,-3422825,-3580473,-4060048,-4633264,-8707989,-8788220,-8869385,-11713475,-11208416,-11764174,-11282795,-13944108,-14121157,-14919106,-15017471,-13108148,-13395776,-15358989,-15971464,-20557756,-20795051,-20924790,-21531772,-21518079,-21749515,-23229253,-23162183,-23299445,-23264527,-23190305,-23404984,-23942065,-19086301,-18768451,-19130037,-19054194,-19298929,-20063365,-20954539,-20834451,-21959046,-22140188,-21502591,-21819955,-22184006,-22657228,-22810599,-23341728,-24976570,-26286205,-26165200,-26150882,-26801010,-27874658,-26534465,-28904121,-28061283,-28922752,-28298124,-28442439,-28263245,-29741818,-31183518,-29635200,-30818986,-30774558,-30979627,-32406592,-32817620,-32036628,-33376625,-34227082,-35914238,-37153357,-36432178,-36227780,-36703244,-37175279,-38535448,-38929245,-39992511,-39049533,-39715461,-39722461,-41313712,-43417063,-44400182,-42453795,-43761100,-42737939,-44007381,-45474731,-48048109,-47611108,-46866774,-46289818,-51600020,-55739369,-52543357,-51049963,-50645091,-49764447,-50583718,-52360598,-55102799,-54894322,-53435077,-55011485,-57037299,-58586627,-58138135,-58487558,-59190190,-60312015,-60334283,-62738808,-64699465,-64563011,-65454469,-67176425,-68123650,-69947866,-69533969,-68885946,-69141337,-69054824,-71871149
501,-3127421,-3417232,-3574879,-4054455,-4627671,-8702396,-8782626,-8863791,-11576884,-11071825,-11627583,-11146204,-13807517,-13984565,-14782515,-14880880,-12971557,-13259185,-15222397,-15834872,-20297253,-20534548,-20664287,-21271269,-21257576,-21489012,-22968750,-22901680,-23038942,-23004024,-22929802,-23144481,-23449850,-18594087,-18276236,-18637822,-18561979,-18806714,-19571150,-20462324,-20342236,-21466832,-21647973,-21010377,-21117985,-21482037,-21955259,-22108630,-22639759,-24274601,-25584236,-25463231,-25448913,-26099041,-27172689,-25832496,-27112963,-26270124,-27131593,-26506965,-26651280,-26472087,-27950659,-29392359,-27844041,-29027827,-28983399,-29188468,-30363593,-30774620,-29993629,-31333625,-32184082,-33871238,-35110358,-34389179,-34184780,-34660244,-35132279,-36492449,-36886245,-36733712,-35790735,-36456663,-36463663,-38054914,-40158265,-41141384,-39194997,-40502302,-39479141,-40748583,-42215933,-42721254,-42284254,-41539919,-40962963,-46273165,-50412514,-47216502,-45723108,-45318236,-44437592,-45256863,-47033743,-47760368,-47551891,-46092646,-47669053,-49694867,-51244195,-50795704,-51145126,-51847758,-52969583,-52991852,-55396377,-53613544,-53477091,-54368549,-56090505,-57037730,-58861946,-58448049,-57800026,-58055417,-57968904,-60785229
5011,-3127421,-3417232,-3574879,-4054455,-4627671,-8702396,-8782626,-8863791,-11576884,-11071825,-11627583,-11146204,-13807517,-13984565,-14782515,-14880880,-12971557,-13259185,-15222397,-15834872,-20297253,-20534548,-20664287,-21271269,-21257576,-21489012,-22968750,-22901680,-23038942,-23004024,-22929802,-23144481,-23449850,-18594087,-18276236,-18637822,-18561979,-18806714,-19571150,-20462324,-20342236,-21466832,-21647973,-21010377,-21117985,-21482037,-21955259,-22108630,-22639759,-24274601,-25584236,-25463231,-25448913,-26099041,-27172689,-25832496,-27112963,-26270124,-27131593,-26506965,-26651280,-26472087,-27950659,-29392359,-27844041,-29027827,-28983399,-29188468,-30363593,-30774620,-29993629,-31333625,-32184082,-33871238,-35110358,-34389179,-34184780,-34660244,-35132279,-36492449,-36886245,-36733712,-35790735,-36456663,-36463663,-38054914,-40158265,-41141384,-39194997,-40502302,-39479141,-40748583,-42215933,-42721254,-42284254,-41539919,-40962963,-46273165,-50412514,-47216502,-45723108,-45318236,-44437592,-45256863,-47033743,-47760368,-47551891,-46092646,-47669053,-49694867,-51244195,-50795704,-51145126,-51847758,-52969583,-52991852,-55396377,-53613544,-53477091,-54368549,-56090505,-57037730,-58861946,-58448049,-57800026,-58055417,-57968904,-60785229
